Perkataan,Pecahan Suku Kata
mencela-cela,men-ce-la-ce-la
mencelah-celah,men-ce-lah-ce-lah
mencerminkan,men-cer-min-kan
mencium,men-ci-um
mencorakkan,men-co-rak-kan
mencuba,men-cu-ba
mencurah,men-cu-rah
mendak,men-dak
mendaki,men-da-ki
mendalam,men-da-lam
mendap,men-dap
mendapat,men-da-pat
mendatang,men-da-tang
mendayu-dayu,men-da-yu-da-yu
mendengar,men-de-ngar
menderu,men-de-ru
menduga,men-du-ga
mendung,men-dung
menebah,me-ne-bah
menebar,me-ne-bar
menebas,me-ne-bas
menegap,me-ne-gap
menekap,me-ne-kap
menentang,me-nen-tang
menepung,me-ne-pung
menerima,me-ne-ri-ma
menetak,me-ne-tak
mengabdi,me-ngab-di
mengacau,me-nga-cau
mengada-ngada,me-nga-da-nga-da
mengail,me-nga-il
mengais,me-nga-is
mengait,me-nga-it
mengajar,me-nga-jar
mengaji,me-nga-ji
mengakar,me-nga-kar
mengaku,me-nga-ku
mengalah,me-nga-lah
mengalir,me-nga-lir
mengalun,me-nga-lun
mengambil,me-ngam-bil
mengampu,me-ngam-pu
mengamuk,me-nga-muk
mengandam,me-ngan-dam
menganyam,me-nga-nyam
mengapa,me-nga-pa
mengarang,me-nga-rang
mengarot,me-nga-rot
mengata,me-nga-ta
mengatur,me-nga-tur
mengayuh,me-nga-yuh
mengedar,me-nge-dar
mengeluh,me-nge-luh
mengenang,me-nge-nang
mengepok,me-nge-pok
mengerti,me-nger-ti
mengetap-ngetap,me-nge-tap-nge-tap
menggagas,meng-ga-gas
menggamit,meng-ga-mit
menggapai,meng-ga-pai
menggauk,meng-ga-uk
menggema,meng-ge-ma
menggetus,meng-ge-tus
mengguit,meng-gu-it
menggulai,meng-gu-lai
menggunakan,meng-gu-na-kan
menghadap,meng-ha-dap
menghalau,meng-ha-lau
mengharap,meng-ha-rap
menghayun,meng-ha-yun
menghempap,meng-hem-pap
menghempas,meng-hem-pas
menghendap,meng-hen-dap
mengheret,meng-he-ret
menghias,meng-hi-as
menghiasi,meng-hi-a-si
menghidupkan,meng-hi-dup-kan
menghijau,meng-hi-jau
menghindar,meng-hin-dar
menghisap,meng-hi-sap
menghormati,meng-hor-ma-ti
menghulur,meng-hu-lur
mengikat,me-ngi-kat
mengikut,me-ngi-kut
mengkaji,meng-ka-ji
mengkuang,meng-ku-ang
mengolah,me-ngo-lah
mengonggong,me-ngong-gong
menguar-uar,me-ngu-ar-u-ar
mengubat,me-ngu-bat
mengubur,me-ngu-bur
menguis,me-ngu-is
menguncup,me-ngun-cup
mengunjuk,me-ngun-juk
menguntai,me-ngun-tai
mengupas,me-ngu-pas
mengurut,me-ngu-rut
menikmati,me-nik-ma-ti
menilai,me-ni-lai
menindih,me-nin-dih
meninggalkan,me-ning-gal-kan
meninjau,me-nin-jau
meniti,me-ni-ti
menitip,me-ni-tip
meniup,me-niup
menjadi,men-ja-di
menjadi-jadi,men-ja-di-ja-di
menjaga,men-ja-ga
menjala,men-ja-la
menjamu,men-ja-mu
menjelang,men-je-lang
menjeling,men-je-ling
menjeling-jeling,men-je-ling-je-ling
menjemput,men-jem-put
menjenguk,men-je-nguk
menjerat,men-je-rat
menjeruk,men-je-ruk
menjilid,men-ji-lid
menjual,men-ju-al
menjulang,men-ju-lang
menjunjung,men-jun-jung
menohok,me-no-hok
menolak,me-no-lak
menonton,me-non-ton
mentari,men-ta-ri
menteri,men-te-ri
menuai,me-nu-a-i
menuam,me-nu-am
menuju,me-nu-ju
menumbuk,me-num-buk
menumpang,me-num-pang
menunggu,me-nung-gu
menuntut,me-nun-tut
menurot,me-nu-rot
menusuk,me-nu-suk
menyaga,me-nya-ga
menyambil,me-nyam-bil
mengalah,me-nga-lah
mengalir,me-nga-lir
mengalun,me-nga-lun
mengambil,me-ngam-bil
mengampu,me-ngam-pu
mengamuk,me-nga-muk
mengandam,me-ngan-dam
menganyam,me-nga-nyam
mengapa,me-nga-pa
mengarang,me-nga-rang
mengarot,me-nga-rot
mengata,me-nga-ta
mengatur,me-nga-tur
mengayuh,me-nga-yuh
mengedar,me-nge-dar
mengeluh,me-nge-luh
mengenang,me-nge-nang
mengepok,me-nge-pok
mengerti,me-nger-ti
mengetap-ngetap,me-nge-tap-nge-tap
menggagas,meng-ga-gas
menggamit,meng-ga-mit
menggapai,meng-ga-pai
menggauk,meng-ga-uk
menggema,meng-ge-ma
menggetus,meng-ge-tus
mengguit,meng-gu-it
menggulai,meng-gu-lai
menggunakan,meng-gu-na-kan
menghadap,meng-ha-dap
menghalau,meng-ha-lau
mengharap,meng-ha-rap
menghayun,meng-ha-yun
menghempap,meng-hem-pap
menghempas,meng-hem-pas
menghendap,meng-hen-dap
mengheret,meng-he-ret
menghias,meng-hi-as
menghiasi,meng-hi-a-si
menghidupkan,meng-hi-dup-kan
menghijau,meng-hi-jau
menghindar,meng-hin-dar
menghisap,meng-hi-sap
menghormati,meng-hor-ma-ti
menghulur,meng-hu-lur
mengikat,me-ngi-kat
mengikut,me-ngi-kut
mengkaji,meng-ka-ji
mengkuang,meng-ku-ang
mengolah,me-ngo-lah
mengonggong,me-ngong-gong
menguar-uar,me-ngu-ar-u-ar
mengubat,me-ngu-bat
mengubur,me-ngu-bur
menguis,me-ngu-is
menguncup,me-ngun-cup
mengunjuk,me-ngun-juk
menguntai,me-ngun-tai
mengupas,me-ngu-pas
mengurut,me-ngu-rut
menikmati,me-nik-ma-ti
menilai,me-ni-lai
menindih,me-nin-dih
meninggalkan,me-ning-gal-kan
meninjau,me-nin-jau
meniti,me-ni-ti
menitip,me-ni-tip
meniup,me-niup
menjadi,men-ja-di
menjadi-jadi,men-ja-di-ja-di
menjaga,men-ja-ga
menjala,men-ja-la
menjamu,men-ja-mu
menjelang,men-je-lang
menjeling,men-je-ling
menjeling-jeling,men-je-ling-je-ling
menjemput,men-jem-put
menjenguk,men-je-nguk
menjerat,men-je-rat
menjeruk,men-je-ruk
menjilid,men-ji-lid
menjual,men-ju-al
menjulang,men-ju-lang
menjunjung,men-jun-jung
menohok,me-no-hok
menolak,me-no-lak
menonton,me-non-ton
mentari,men-ta-ri
menteri,men-te-ri
menuai,me-nu-a-i
menuam,me-nu-am
menuju,me-nu-ju
menumbuk,me-num-buk
menumpang,me-num-pang
menunggu,me-nung-gu
menuntut,me-nun-tut
menurot,me-nu-rot
menusuk,me-nu-suk
menyaga,me-nya-ga
menyambil,me-nyam-bil
menyampak,me-nyam-pak
menyanjung,me-nyan-jung
menyatakan,me-nya-ta-kan
menyela,me-nye-la
menyelam,me-nye-lam
menyentuh,me-nyen-tuh
menyepi,me-nye-pi
menyeri,me-nye-ri
menyesah,me-nye-sah
menyidai,me-nyi-dai
menyigi,me-nyi-gi
menyilih,me-nyi-lih
menyimbah,me-nyim-bah
menyimpan,me-nyim-pan
menyinar,me-nyi-nar
menyorot,me-nyo-rot
menyuka,me-nyu-ka
menyusur,me-nyu-sur
meracun,me-ra-cun
meradang,me-ra-dang
meraga,me-ra-ga
merah,me-rah
meraih,me-ra-ih
meraikan,me-ra-i-kan
merajuk,me-ra-juk
merak,me-rak
merana,me-ra-na
merangkai,me-rang-kai
merantau,me-ran-tau
meranti,me-ran-ti
merasa,me-ra-sa
meraut,me-ra-ut
merawat,me-ra-wat
merayu,me-ra-yu
merbau,mer-bau
merbuk,mer-buk
mercu,mer-cu
merdeka,mer-de-ka
merdu,mer-du
meredah,me-re-dah
meredakan,me-re-da-kan
meredih,me-re-dih
mereka,me-re-ka
merelakan,me-re-la-kan
merendah,me-ren-dah
merentang,me-ren-tang
mergastua,mer-gas-tu-a
meriah,me-ri-ah
meriap-riap,me-ri-ap-ri-ap
merias,me-ri-as
merindui,me-rin-du-i
merisik,me-ri-sik
meritzkey',me-rit-zkey
merona,me-ro-na
mertua,mer-tu-a
meruah-ruah,me-ru-ah-ru-ah
merubah,me-ru-bah
merumpun,me-rum-pun
merungkai,me-rung-kai
merupa,me-ru-pa
mesin,me-sin
meski,mes-ki
mesra,mes-ra
mestilah,mes-ti-lah
mewangi,me-wa-ngi
mewarna,me-war-na
milik,mi-lik
miliki,mi-li-ki
mimpi,mim-pi
minat,mi-nat
minda,min-da
minggu,ming-gu
minoom,mi-noom
minta,min-ta
minum,mi-num
minyak,mi-nyak
miri,mi-ri
miskin,mis-kin
mitak,mi-tak
moga,mo-ga
mohon,mo-hon
mohor,mo-hor
mola,mo-la
molek,mo-lek
motif,mo-tif
moulmein,moul-mein
mrt,mrt
mu,mu
muafakat,mua-fa-kat
muara,mu-a-ra
muas,mu-as
muat,mu-at
muatan,mu-a-tan
muda,mu-da
mudah,mu-dah
mudarat,mu-da-rat
mudik,mu-dik
muhammad,mu-ham-mad
muhibah,mu-hi-bah
muih,mu-ih
mujarab,mu-ja-rab
mujurlah,mu-jur-lah
muka,mu-ka
mula,mu-la
mulai,mu-lai
mulia,mu-li-a
mulus,mu-lus
mungkin,mung-kin
munkar,mun-kar
murai,mu-rai
musibah,mu-si-bah
musim,mu-sim
mustafa,mus-ta-fa
mutiara,mu-ti-a-ra
mutu,mu-tu
nabi,na-bi
nadanya,na-da-nya
nadim,na-dim
nafkah,naf-kah
nafsu,naf-su
naga,na-ga
naik,na-ik
naiki,na-i-ki
naikkan,naik-kan
naiklah,na-ik-lah
nak,nak
nak-gila,nak-gi-la
nak-lupa,nak-lu-pa
nak-senang,nak-se-nang
nakal,na-kal
nakir,na-kir
nama,na-ma
nama-nya,na-ma-nya
nampak,nam-pak
nampak-nya,nam-pak-nya
namun,na-mun
nan,nan
nangak,na-ngak
nangka,nang-ka
nanti,nan-ti
nantikan,nan-ti-kan
napiri,na-pi-ri
naschaya,nas-cha-ya
nasehat,na-se-hat
nasi,na-si
nasib,na-sib
nasihat,na-si-hat
naungan,na-u-ngan
negara,ne-ga-ra
negeri,ne-ge-ri
negri,neg-ri
neh-nek,neh-nek
neira,nei-ra
nenek,ne-nek
neraka,ne-ra-ka
nescaya,nes-ca-ya
nestapa,nes-ta-pa
ngauman,nga-u-man
ngerjain,nger-ja-in
nggak,ng-gak
niaga,nia-ga
nian,ni-an
niari,ni-a-ri
niat,ni-at
niatlah,ni-at-lah
niatnya,ni-at-nya
nibung,ni-bung
nikmat,nik-mat
nilai,ni-lai
nilainya,ni-lai-nya
nilam,ni-lam
nipah,ni-pah
nista,nis-ta
nobat,no-bat
nombor-one,nom-bor-o-ne
norma,nor-ma
nostalgia,nos-tal-gi-a
nota,no-ta
nuri,nu-ri
nya,nya
nyaman,nya-man
nyanyi,nya-nyi
nyanyi-nya,nya-nyi-nya
nyanyikan,nya-nyi-kan
nyawa,nya-wa
nyiru,nyi-ru
nyiur,nyi-ur
nyonya,nyo-nya
oleh-nya,o-leh-nya
ombak,om-bak
orang,o-rang
orchard,or-chard
ornamen,or-na-men
otak,o-tak
pabila,pa-bi-la
pacaknya,pa-cak-nya
pacat,pa-cat
pada,pa-da
padah,pa-dah
padahal,pa-da-hal
padamu,pa-da-mu
padan,pa-dan
padat,pa-dat
padi,pa-di
pagar,pa-gar
pagar-pagar-kan,pa-gar-pa-gar-kan
pagi,pa-gi
paha,pa-ha
pahala,pa-ha-la
paham,pa-ham
pahit,pa-hit
pahlawan,pah-la-wan
pajak,pa-jak
pak,pak
pakai,pa-kai
pakai-an,pa-kai-an
pakaian,pa-ka-ian
pakaila,pa-kai-la
pakau,pa-kau
pala,pa-la
palang,pa-lang
palas,pa-las
paling,pa-ling
palingan,pa-li-ngan
palit,pa-lit
palu,pa-lu
pameran,pa-me-ran
panaskan,pa-nas-kan
pancah,pan-cah
pancang,pan-cang
pandai,pan-dai
pandailah,pan-dai-lah
pandainya,pan-dai-nya
pandan,pan-dan
pandan',pan-dan
pandang,pan-dang
pandangan,pan-da-ngan
pandemi,pan-de-mi
panduan,pan-du-an
panen,pa-nen
pangan,pa-ngan
panghabisan,pang-ha-bi-san
pangkal,pang-kal
pangkal-pangkalan,pang-kal-pang-ka-lan
pangkalan,pang-ka-lan
pangkalnya,pang-kal-nya
pangkat,pang-kat
pangkin,pang-kin
pangkor,pang-kor
panglima,pang-li-ma
panglima-nya,pang-li-ma-nya
panglong,pang-long
pangsa,pang-sa
panitia,pa-ni-ti-a
panjang,pan-jang
panji,pan-ji
panjiang,pan-ji-ang
pantai,pan-tai
pantainya,pan-tai-nya
pantang,pan-tang
panton,pan-ton
pantun,pan-tun
pantunr,pan-tunr
papan,pa-pan
papar,pa-par
papaya,pa-pa-ya
para,pa-ra
para-para,pa-ra-pa-ra
parang,pa-rang
paras,pa-ras
pari,pa-ri
paria,pa-ri-a
parit,pa-rit
parrot,par-rot
parsi,par-si
paruhnya,pa-ruh-nya
parutan,pa-ru-tan
pasak,pa-sak
pasang,pa-sang
pasar,pa-sar
pasiran,pa-si-ran
pasrah,pas-rah
pasti,pas-ti
pastikan,pas-ti-kan
pasunya,pa-su-nya
patah,pa-tah
patahkan,pa-tah-kan
pati,pa-ti
patuh,pa-tuh
patut,pa-tut
pauh,pa-uh
paus,pa-us
pautlah,pa-ut-lah
paya,pa-ya
payah,pa-yah
payah-nya,pa-yah-nya
payung,pa-yung
pecah,pe-cah
pecahkan,pe-cah-kan
pechah,pe-chah
padamu,pa-da-mu
padan,pa-dan
padat,pa-dat
padi,pa-di
pagar,pa-gar
pagar-pagar-kan,pa-gar-pa-gar-kan
pagi,pa-gi
paha,pa-ha
pahala,pa-ha-la
paham,pa-ham
pahit,pa-hit
pahlawan,pah-la-wan
pajak,pa-jak
pak,pak
pakai,pa-kai
pakai-an,pa-kai-an
pakaian,pa-ka-ian
pakaila,pa-kai-la
pakau,pa-kau
pala,pa-la
palang,pa-lang
palas,pa-las
paling,pa-ling
palingan,pa-li-ngan
palit,pa-lit
palu,pa-lu
pameran,pa-me-ran
panaskan,pa-nas-kan
pancah,pan-cah
pancang,pan-cang
pandai,pan-dai
pandailah,pan-dai-lah
pandainya,pan-dai-nya
pandan,pan-dan
pandan',pan-dan
pandang,pan-dang
pandangan,pan-da-ngan
pandemi,pan-de-mi
panduan,pan-du-an
panen,pa-nen
pangan,pa-ngan
panghabisan,pang-ha-bi-san
pangkal,pang-kal
pangkal-pangkalan,pang-kal-pang-ka-lan
pangkalan,pang-ka-lan
pangkalnya,pang-kal-nya
pangkat,pang-kat
pangkin,pang-kin
pangkor,pang-kor
panglima,pang-li-ma
panglima-nya,pang-li-ma-nya
panglong,pang-long
pangsa,pang-sa
panitia,pa-ni-ti-a
panjang,pan-jang
panji,pan-ji
panjiang,pan-ji-ang
pantai,pan-tai
pantainya,pan-tai-nya
pantang,pan-tang
panton,pan-ton
pantun,pan-tun
pantunr,pan-tunr
papan,pa-pan
papar,pa-par
papaya,pa-pa-ya
para,pa-ra
para-para,pa-ra-pa-ra
parang,pa-rang
paras,pa-ras
pari,pa-ri
paria,pa-ri-a
parit,pa-rit
parrot,par-rot
parsi,par-si
paruhnya,pa-ruh-nya
parutan,pa-ru-tan
pasak,pa-sak
pasang,pa-sang
pasar,pa-sar
pasiran,pa-si-ran
pasrah,pas-rah
pasti,pas-ti
pastikan,pas-ti-kan
pasunya,pa-su-nya
patah,pa-tah
patahkan,pa-tah-kan
pati,pa-ti
patuh,pa-tuh
patut,pa-tut
pauh,pa-uh
paus,pa-us
pautlah,pa-ut-lah
paya,pa-ya
payah,pa-yah
payah-nya,pa-yah-nya
payung,pa-yung
pecah,pe-cah
pecahkan,pe-cah-kan
pechah,pe-chah
padamu,pa-da-mu
padan,pa-dan
padat,pa-dat
padi,pa-di
pagar,pa-gar
pagar-pagar-kan,pa-gar-pa-gar-kan
pagi,pa-gi
paha,pa-ha
pahala,pa-ha-la
paham,pa-ham
pahit,pa-hit
pahlawan,pah-la-wan
pajak,pa-jak
pak,pak
pakai,pa-kai
pakai-an,pa-kai-an
pakaian,pa-ka-ian
pakaila,pa-kai-la
pakau,pa-kau
pala,pa-la
palang,pa-lang
palas,pa-las
paling,pa-ling
palingan,pa-li-ngan
palit,pa-lit
palu,pa-lu
pameran,pa-me-ran
panaskan,pa-nas-kan
pancah,pan-cah
pancang,pan-cang
pandai,pan-dai
pandailah,pan-dai-lah
pandainya,pan-dai-nya
pandan,pan-dan
pandan',pan-dan
pandang,pan-dang
pandangan,pan-da-ngan
pandemi,pan-de-mi
panduan,pan-du-an
panen,pa-nen
pangan,pa-ngan
panghabisan,pang-ha-bi-san
pangkal,pang-kal
pangkal-pangkalan,pang-kal-pang-ka-lan
pangkalan,pang-ka-lan
pangkalnya,pang-kal-nya
pangkat,pang-kat
pangkin,pang-kin
pangkor,pang-kor
panglima,pang-li-ma
panglima-nya,pang-li-ma-nya
panglong,pang-long
pangsa,pang-sa
panitia,pa-ni-ti-a
panjang,pan-jang
panji,pan-ji
panjiang,pan-ji-ang
pantai,pan-tai
pantainya,pan-tai-nya
pantang,pan-tang
panton,pan-ton
pantun,pan-tun
pantunr,pan-tunr
papan,pa-pan
papar,pa-par
papaya,pa-pa-ya
para,pa-ra
para-para,pa-ra-pa-ra
parang,pa-rang
paras,pa-ras
pari,pa-ri
paria,pa-ri-a
parit,pa-rit
parrot,par-rot
parsi,par-si
paruhnya,pa-ruh-nya
parutan,pa-ru-tan
pasak,pa-sak
pasang,pa-sang
pasar,pa-sar
pasiran,pa-si-ran
pasrah,pas-rah
pasti,pas-ti
pastikan,pas-ti-kan
pasunya,pa-su-nya
patah,pa-tah
patahkan,pa-tah-kan
pati,pa-ti
patuh,pa-tuh
patut,pa-tut
pauh,pa-uh
paus,pa-us
pautlah,pa-ut-lah
paya,pa-ya
payah,pa-yah
payah-nya,pa-yah-nya
payung,pa-yung
pecah,pe-cah
pecahkan,pe-cah-kan
pechah,pe-chah
pedas,pe-das
pedoman,pe-do-man
peduli,pe-du-li
pegangan,pe-ga-ngan
pejabat,pe-ja-bat
pejalan,pe-ja-lan
pejuang,pe-ju-ang
pejuanh,pe-ju-anh
pekan,pe-kan
pekara,pe-ka-ra
pekat,pe-kat
pekerja,pe-ker-ja
pekerjaan,pe-ker-ja-an
pelajaran,pe-la-ja-ran
pelan,pe-lan
pelantar,pe-lan-tar
pelatuk,pe-la-tuk
pelaut,pe-la-ut
pelawat,pe-la-wat
pelbagai,pel-ba-gai
pelerai,pe-le-rai
peliharakan,pe-li-ha-ra-kan
pelipur,pe-li-pur
pelita,pe-li-ta
pellet,pel-let
pelosok,pe-lo-sok
peluang,pe-lu-ang
pemanis,pe-ma-nis
pembalasan,pem-ba-la-san
pembangunan,pem-ba-ngu-nan
pembasah,pem-ba-sah
pembayang,pem-ba-yang
pembelah,pem-be-lah
pemberian,pem-be-ri-an
pemerintah,pe-me-rin-tah
pemetik,pe-me-tik
pemikiran,pe-mi-ki-ran
pemimpin,pe-mim-pin
pemuda,pe-mu-da
pen,pen
pena,pe-na
penambang,pe-nam-bang
penampilan,pe-nam-pi-lan
penanti,pe-nan-ti
penarik,pe-na-rik
penat,pe-nat
pencakar,pen-ca-kar
pencapaian,pen-ca-pai-an
pencarian,pen-ca-ri-an
pencinta,pen-cin-ta
penciptaan,pen-cip-ta-an
pencuri,pen-cu-ri
pendapat,pen-da-pat
pendapatan,pen-da-pa-tan
pendar,pen-dar
pendidikan,pen-di-di-kan
pendirian,pen-di-ri-an
pendita,pen-di-ta
penduduk,pen-du-duk
penemuan,pe-ne-mu-an
pengaga',pe-nga-ga
pengakalan,pe-nga-ka-lan
pengalaman,pe-nga-la-man
penganan,pe-nga-nan
pengangkutan,pe-ngang-ku-tan
pengantin,pe-ngan-tin
pengaruh,pe-nga-ruh
pengetahuan,pe-nge-ta-hu-an
penggaga,peng-ga-ga
penghianat,peng-hi-a-nat
penghias,peng-hi-as
penghisap,peng-hi-sap
pengibor-nya,pe-ngi-bor-nya
pengikat,pe-ngi-kat
pengkhianat,peng-khi-a-nat
penguasa,pe-ngu-a-sa
pengunaan,peng gu na an
peninggalan,pe-ning-ga-lan
penjagaan,pen-ja-ga-an
penjajah,pen-ja-jah
pensel,pen-sel
penuh,pe-nuh
penumpang,pe-num-pang
penuntun,pe-nun-tun
penutup,pe-nu-tup
penyair,pe-nya-ir
penyakit,pe-nya-kit
penyampai,pe-nyam-pai
penyelia,pe-nye-li-a
penyengat,pe-nye-ngat
penyeri,pe-nye-ri
penyuluh,pe-nyu-luh
pepatah,pe-pa-tah
peperiksaan,pe-pe-rik-sa-an
peraduan,pe ra du an
perahu,pe-ra-hu
perahu',pe-ra-hu
perak,pe-rak
peramah,pe-ra-mah
peranakan,pe-ra-na-kan
pedas,pe-das
pedoman,pe-do-man
peduli,pe-du-li
pegangan,pe-ga-ngan
pejabat,pe-ja-bat
pejalan,pe-ja-lan
pejuang,pe-ju-ang
pejuanh,pe-ju-anh
pekan,pe-kan
pekara,pe-ka-ra
pekat,pe-kat
pekerja,pe-ker-ja
pekerjaan,pe-ker-ja-an
pelajaran,pe-la-ja-ran
pelan,pe-lan
pelantar,pe-lan-tar
pelatuk,pe-la-tuk
pelaut,pe-la-ut
pelawat,pe-la-wat
pelbagai,pel-ba-gai
pelerai,pe-le-rai
peliharakan,pe-li-ha-ra-kan
pelipur,pe-li-pur
pelita,pe-li-ta
pellet,pel-let
pelosok,pe-lo-sok
peluang,pe-lu-ang
pemanis,pe-ma-nis
pembalasan,pem-ba-la-san
pembangunan,pem-ba-ngu-nan
pembasah,pem-ba-sah
pembayang,pem-ba-yang
pembelah,pem-be-lah
pemberian,pem-be-ri-an
pemerintah,pe-me-rin-tah
pemetik,pe-me-tik
pemikiran,pe-mi-ki-ran
pemimpin,pe-mim-pin
pemuda,pe-mu-da
pen,pen
pena,pe-na
penambang,pe-nam-bang
penampilan,pe-nam-pi-lan
penanti,pe-nan-ti
penarik,pe-na-rik
penat,pe-nat
pencakar,pen-ca-kar
pencapaian,pen-ca-pai-an
pencarian,pen-ca-ri-an
pencinta,pen-cin-ta
penciptaan,pen-cip-ta-an
pencuri,pen-cu-ri
pendapat,pen-da-pat
pendapatan,pen-da-pa-tan
pendar,pen-dar
pendidikan,pen-di-di-kan
pendirian,pen-di-ri-an
pendita,pen-di-ta
penduduk,pen-du-duk
penemuan,pe-ne-mu-an
pengaga',pe-nga-ga
pengakalan,pe-nga-ka-lan
pengalaman,pe-nga-la-man
penganan,pe-nga-nan
pengangkutan,pe-ngang-ku-tan
pengantin,pe-ngan-tin
pengaruh,pe-nga-ruh
pengetahuan,pe-nge-ta-hu-an
penggaga,peng-ga-ga
penghianat,peng-hi-a-nat
penghias,peng-hi-as
penghisap,peng-hi-sap
pengibor-nya,pe-ngi-bor-nya
pengikat,pe-ngi-kat
pengkhianat,peng-khi-a-nat
penguasa,pe-ngu-a-sa
pengunaan,peng gu na an
peninggalan,pe-ning-ga-lan
penjagaan,pen-ja-ga-an
penjajah,pen-ja-jah
pensel,pen-sel
penuh,pe-nuh
penumpang,pe-num-pang
penuntun,pe-nun-tun
penutup,pe-nu-tup
penyair,pe-nya-ir
penyakit,pe-nya-kit
penyampai,pe-nyam-pai
penyelia,pe-nye-li-a
penyengat,pe-nye-ngat
penyeri,pe-nye-ri
penyuluh,pe-nyu-luh
pepatah,pe-pa-tah
peperiksaan,pe-pe-rik-sa-an
peraduan,pe ra du an
perahu,pe-ra-hu
perahu',pe-ra-hu
perak,pe-rak
peramah,pe-ra-mah
peranakan,pe-ra-na-kan
peranan,pe-ra-nan
perancangan,pe-ran-ca-ngan
perang,pe-rang
perangai,pe-ra-ngai
perantau,pe-ran-tau
perasaan,pe-ra-sa-an
perasmi,pe-ras-mi
perayaan,pe-ra-ya-an
perbaik,per-ba-ik
perbaiki,per-ba-i-ki
perbelanjaan,per-be-lan-ja-an
perbuat,per-buat
perbuatan,per-bu-a-tan
perca,per-ca
perchaya,per-cha-ya
perdah,per-dah
perdu,per-du
perempuan,pe-rem-pu-an
pergi,per-gi
perhati,per-ha-ti
perhentian,per-hen-ti-an
perhiasan,per-hia-san
peri,pe-ri
peria,pe-ri-a
perigi,pe-ri-gi
periksa,pe-rik-sa
perilaku,pe-ri-la-ku
peringkat,pe-ring-kat
perisai,pe-ri-sai
periuk,pe-ri-uk
perjalanan,per-ja-la-nan
perjanjian,per-jan-ji-an
perjuangan,per-ju-a-ngan
perjuanganmu,per-jua-ngan-mu
perjuangannya,per-ju-a-ngan-nya
perkara,per-ka-ra
perkasa,per-ka-sa
perkata-an,per-ka-ta-an
perkauman,per-ka-u-man
perkerti,per-ker-ti
perkuat,per-ku-at
perlahan,per-la-han
perlahan-lahan,per-la-han-la-han
perlu,per-lu
permai,per-mai
permaidani,per-mai-da-ni
permainan,per-ma-i-nan
permata,per-ma-ta
permola-an,per-mo-la-an
permukaan,per-mu-ka-an
permulaan,per-mu-laan
pernah,per-nah
perpaduan,per-pa-duan
perpisahan,per-pi-sa-han
perpustakaan,per-pus-ta-ka-an
persada,per-sa-da
persalinan,per-sa-li-nan
persatu,per-sa-tu
persatuan,per-sa-tuan
persediaan,per-se-di-a-an
persegi,per-se-gi
persembah,per-sem-bah
perseorangan,per-se-o-ra-ngan
persiapan,per-si-a-pan
pertemuan,per-te-mu-an
pertiwi,per-ti-wi
pertrang,per-trang
perumahan,pe-ru-ma-han
perut,pe-rut
pesan,pe-san
pesat,pe-sat
pesisir,pe-si-sir
pesta,pes-ta
peta,pe-ta
petanda,pe-tan-da
petang,pe-tang
petani,pe-ta-ni
peti,pe-ti
petik,pe-tik
petikan,pe-ti-kan
petikkan,pe-tik-kan
petitih,pe-ti-tih
petua,pe-tu-a
petuah,pe-tu-ah
petualang,pe-tu-a-lang
peylet,pey-let
phua,phua
pia-tuan,pi-a-tu-an
piala,pi-a-la
pijak,pi-jak
pikat,pi-kat
pilih,pi-lih
pilihan,pi-li-han
pilin,pi-lin
pinang,pi-nang
pindah,pin-dah
pinggan,ping-gan
pinggir,ping-gir
pinggiran,ping-gi-ran
pintal,pin-tal
peranan,pe-ra-nan
perancangan,pe-ran-ca-ngan
perang,pe-rang
perangai,pe-ra-ngai
perantau,pe-ran-tau
perasaan,pe-ra-sa-an
perasmi,pe-ras-mi
perayaan,pe-ra-ya-an
perbaik,per-ba-ik
perbaiki,per-ba-i-ki
perbelanjaan,per-be-lan-ja-an
perbuat,per-buat
perbuatan,per-bu-a-tan
perca,per-ca
perchaya,per-cha-ya
perdah,per-dah
perdu,per-du
perempuan,pe-rem-pu-an
pergi,per-gi
perhati,per-ha-ti
perhentian,per-hen-ti-an
perhiasan,per-hia-san
peri,pe-ri
peria,pe-ri-a
perigi,pe-ri-gi
periksa,pe-rik-sa
perilaku,pe-ri-la-ku
peringkat,pe-ring-kat
perisai,pe-ri-sai
periuk,pe-ri-uk
perjalanan,per-ja-la-nan
perjanjian,per-jan-ji-an
perjuangan,per-ju-a-ngan
perjuanganmu,per-jua-ngan-mu
perjuangannya,per-ju-a-ngan-nya
perkara,per-ka-ra
perkasa,per-ka-sa
perkata-an,per-ka-ta-an
perkauman,per-ka-u-man
perkerti,per-ker-ti
perkuat,per-ku-at
perlahan,per-la-han
perlahan-lahan,per-la-han-la-han
perlu,per-lu
permai,per-mai
permaidani,per-mai-da-ni
permainan,per-ma-i-nan
permata,per-ma-ta
permola-an,per-mo-la-an
permukaan,per-mu-ka-an
permulaan,per-mu-laan
pernah,per-nah
perpaduan,per-pa-duan
perpisahan,per-pi-sa-han
perpustakaan,per-pus-ta-ka-an
persada,per-sa-da
persalinan,per-sa-li-nan
persatu,per-sa-tu
persatuan,per-sa-tuan
persediaan,per-se-di-a-an
persegi,per-se-gi
persembah,per-sem-bah
perseorangan,per-se-o-ra-ngan
persiapan,per-si-a-pan
pertemuan,per-te-mu-an
pertiwi,per-ti-wi
pertrang,per-trang
perumahan,pe-ru-ma-han
perut,pe-rut
pesan,pe-san
